,id,title,link,date,indieners (leden),indieners (partijen),PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,moties_volledig
2008.0,2023D07389,Motie van het lid Tony van Dijck over inzichtelijk maken hoeveel geld er nog op de plank ligt aan Europese fondsen,/kamerstukken/moties/detail?id=2023Z03146&did=2023D07389,21 februari 2023,['Tony van Dijck'],['PVV'],1,-1,-1,1,-1,1,1,1,-1,1,1,1,1,-1,1,"verzoekt de regering inzichtelijk te maken hoeveel geld er momenteel nog op de plank ligt aan Europese fondsen,"
2009.0,2023D07387,Motie van het lid Tony van Dijck over niet instemmen met een Europees soevereiniteitsfonds,/kamerstukken/moties/detail?id=2023Z03144&did=2023D07387,21 februari 2023,['Tony van Dijck'],['PVV'],1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering niet in te stemmen met een Europees soevereiniteits-fonds,"
2010.0,2023D07383,Motie van het lid Van der Lee over erop inzetten dat de Europese implementatie de internationale afspraken over kapitaaleisen op geen enkele wijze afzwakt,/kamerstukken/moties/detail?id=2023Z03143&did=2023D07383,21 februari 2023,['Tom van der Lee'],['GroenLinks'],-1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,-1,"verzoekt het kabinet zich er met gelijkgestemde landen voor in te zetten dat de Europese implementatie de internationale afspraken, met name als het gaat om het consistent toepassen van de output floor, op geen enkele wijze afzwakt,"
2011.0,2023D07388,Motie van het lid Tony van Dijck over geen Europese schulden meer accorderen ten behoeve van extra EU-uitgaven aan lidstaten of het bedrijfsleven,/kamerstukken/moties/detail?id=2023Z03145&did=2023D07388,21 februari 2023,['Tony van Dijck'],['PVV'],1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering om geen Europese schulden meer te accorderen ten behoeve van extra EU-uitgaven aan lidstaten of aan het bedrijfsleven,"
2012.0,2023D06638,Motie van het lid Van der Plas over haast maken met het verzwaren van het energienet zodat ondernemers snel kunnen verduurzamen,/kamerstukken/moties/detail?id=2023Z02884&did=2023D06638,16 februari 2023,['Caroline van der Plas'],['BBB'],1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt het kabinet haast te maken met het verzwaren van het energienet, zodat deze ondernemers snel kunnen verduurzamen en niet worden benadeeld door afschaffing van de vrijstelling,"
2013.0,2023D06639,Motie van de leden Stoffer en Van Strien over geen verhoging van de lastendruk voor het bedrijfsleven om noodgedwongen extra overheidsuitgaven op te vangen,/kamerstukken/moties/detail?id=2023Z02885&did=2023D06639,16 februari 2023,['Chris Stoffer'],['SGP'],1,-1,1,1,-1,1,1,-1,1,-1,-1,1,1,-1,1,"verzoekt de regering bij noodgedwongen extra uitgaven de begrotings-regels te hanteren en niet in de eerste plaats de lastendruk voor het bedrijfsleven te verhogen,"
2014.0,2023D06341,Motie van het lid Leijten over het experimenteren met de Nederlandse e-wallet pauzeren,/kamerstukken/moties/detail?id=2023Z02746&did=2023D06341,16 februari 2023,[],[],1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,"verzoekt de regering het experimenteren met de Nederlandse e-wallet te pauzeren,"
2015.0,2023D06326,Motie van het lid Rajkowski c.s. over het heroverwegen van de doorgifte van persoonsgegevens en overheidsdata naar landen buiten de EER en het kiezen voor een Europees cloudinitiatief,/kamerstukken/moties/detail?id=2023Z02735&did=2023D06326,16 februari 2023,['Marieke Koekkoek'],['Volt'],-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,"verzoekt het kabinet bij zowel de eerstvolgende evaluatie van het Rijksbreed cloudbeleid 2022 als bij het aflopen van de I-strategie Rijk 2021–2025 de doorgifte van persoonsgegevens en overheidsdata naar landen buiten de EER te heroverwegen en de keuze te maken voor een Europees cloudinitiatief,"
2016.0,2023D06328,Motie van het lid Slootweg over het toevoegen van goede democratische controle als randvoorwaarde voor gebruik van publieke cloudvoorzieningen,/kamerstukken/moties/detail?id=2023Z02737&did=2023D06328,16 februari 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om als twaalfde randvoorwaarde voor gebruik van publieke cloudvoorzieningen te laten gelden dat dit pas kan na inrichting van een goede democratische controle,"
2017.0,2023D06636,Motie van het lid Van der Plas over onderzoek naar een verlaging van de sociale lasten voor een eerste aantal werknemers,/kamerstukken/moties/detail?id=2023Z02882&did=2023D06636,16 februari 2023,['Caroline van der Plas'],['BBB'],1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,"verzoekt het kabinet om samen met VNO-NCW, MKB-Nederland en Ondernemend Nederland te onderzoeken of en zo ja, hoe de sociale lasten van ondernemers voor een eerste aantal werknemers verlaagd kunnen worden, zonder dat de werknemer daarvan de dupe is, en de Kamer hierover voor het zomerreces te informeren,"
2018.0,2023D06634,Motie van het lid Kathmann c.s. over in het vestigingsbeleid inzetten op een eerlijke verdeling tussen regio's en bevolkingsgroepen,/kamerstukken/moties/detail?id=2023Z02880&did=2023D06634,16 februari 2023,"['Barbara Kathmann', 'Suzanne Kröger', 'Stephan van Baarle']","['PvdA', 'GroenLinks', 'DENK']",-1,1,-1,1,-1,1,-1,1,1,1,1,1,-1,1,1,"verzoekt de regering in het vestigingsbeleid in te zetten op een eerlijke verdeling tussen regio’s en bevolkingsgroepen,"
2019.0,2023D06632,Motie van de leden Graus en Van Haga over een onafhankelijk onderzoek naar de gevolgen van kabinetsbeleid op het vestigingsklimaat,/kamerstukken/moties/detail?id=2023Z02878&did=2023D06632,16 februari 2023,['Dion Graus'],['PVV'],1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,"verzoekt de regering de financieel-economische en sociaal-maatschappelijke gevolgen voor het vestigingsklimaat van het gevoerde kabinetsbeleid uit het afgelopen decennium middels een onafhankelijk onderzoek in beeld te brengen,"
2020.0,2023D06629,Motie van het lid Eppink c.s. over het zo snel mogelijk terugdraaien van de verhoging van het lage Vpb-tarief,/kamerstukken/moties/detail?id=2023Z02875&did=2023D06629,16 februari 2023,['Caroline van der Plas'],['BBB'],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1," roept het kabinet op de verhoging van het lage Vpb-tarief zo snel als mogelijk weer terug te draaien,"
2021.0,2023D06630,Motie van de leden Van Baarle en Kathmann over een bijdrage van het bedrijfsleven aan een toename van de lonen,/kamerstukken/moties/detail?id=2023Z02876&did=2023D06630,16 februari 2023,"['Stephan van Baarle', 'Barbara Kathmann']","['DENK', 'PvdA']",1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering als doel te hanteren dat het bedrijfsleven bijdraagt aan een toename van de lonen in het kader van wederkerigheid,"
2022.0,2023D06626,Motie van het lid Van Haga c.s. over het opnemen van groenbedrijven met SBI-code 8130 in de SSEB,/kamerstukken/moties/detail?id=2023Z02872&did=2023D06626,16 februari 2023,"['Chris Stoffer', 'Dion Graus', 'Caroline van der Plas']","['SGP', 'PVV', 'BBB']",1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering om groenbedrijven met SBl-code 8130 voor de inwerkingtreding van de nieuwe tranche op 9 mei 2023 op te nemen in de Subsidieregeling Schoon en Emissieloos Bouwmaterieel (SSEB),"
2023.0,2023D06628,Motie van het lid Eppink c.s. over een visie op de vermindering van de regeldruk voor ondernemers,/kamerstukken/moties/detail?id=2023Z02874&did=2023D06628,16 februari 2023,['Caroline van der Plas'],['BBB'],1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,1,"verzoekt het kabinet met een uitgewerkte visie te komen om de regeldruk voor ondernemers te verminderen,"
2024.0,2023D06631,Motie van het lid Van Baarle c.s. over een CPB-onderzoek naar de doelmatigheid van subsidie- en belastingregelingen die zijn gericht op het bevorderen van het vestigingsklimaat,/kamerstukken/moties/detail?id=2023Z02877&did=2023D06631,16 februari 2023,"['Stephan van Baarle', 'Barbara Kathmann', 'Suzanne Kröger', 'Laurens Dassen']","['DENK', 'PvdA', 'GroenLinks', 'Volt']",1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering om het Centraal Planbureau te verzoeken om de subsidie- en belastingregelingen die worden verleend ten behoeve van het vestigingsklimaat, op doelmatigheid te evalueren,"
2025.0,2023D06624,Motie van de leden Kröger en Kathmann over als voorwaarde voor subsidie of overheidssteun stellen dat een bedrijf past binnen een klimaatneutrale economie,/kamerstukken/moties/detail?id=2023Z02870&did=2023D06624,16 februari 2023,"['Suzanne Kröger', 'Barbara Kathmann']","['GroenLinks', 'PvdA']",-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering als voorwaarde voor subsidie en steun vanuit de overheid te toetsen of een bedrijf past binnen een klimaatneutrale economie,"
2026.0,2023D06095,Motie van het lid Van der Plas over het in beeld brengen van de sociale ongelijkheid tussen gemeenten,/kamerstukken/moties/detail?id=2023Z02623&did=2023D06095,15 februari 2023,['Caroline van der Plas'],['BBB'],1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering in beeld te brengen om welke ongelijkheid dit gaat, zowel op de toekenning van financiële voorzieningen zoals bijstand en bijzondere bijstand als de voorwaarden voor tegenprestaties die geleverd moet worden, teneinde inzicht te krijgen hoe sociale gelijkheid tussen verschillende gemeenten gewaarborgd kan worden,"
2027.0,2023D06093,"Motie van de leden Stoffer en Leijten over de RVU na 2025 behouden totdat er vergelijkbare, structurele maatregelen genomen zijn",/kamerstukken/moties/detail?id=2023Z02621&did=2023D06093,15 februari 2023,['Chris Stoffer'],['SGP'],1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering , de RVU ook na 2025 te behouden, totdat er vergelijkbare, structurele maatregelen genomen zijn,"
2028.0,2023D06281,Motie van het lid Westerveld over de mogelijkheiden onderzoeken om jongeren die niet studeren recht te geven op een vergelijkbaar bedrag als studenten,/kamerstukken/moties/detail?id=2023Z02710&did=2023D06281,15 februari 2023,['Lisa Westerveld'],['GroenLinks'],-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering om te onderzoeken welke mogelijkheden er zijn om ook jongeren die niet studeren recht te geven op een vergelijkbaar bedrag als studenten, bijvoorbeeld in de vorm van een startkapitaal van € 10.000,"
2029.0,2023D06288,Motie van de leden Pouw-Verweij en Van der Plas over in de Voorjaarsnota ruimte zoeken voor financiële compensatie voor het leenstelsel,/kamerstukken/moties/detail?id=2023Z02717&did=2023D06288,15 februari 2023,['Caroline van der Plas'],['BBB'],1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,"roept het kabinet op bij de vooruitblik naar de volgende begroting in de Voorjaarsnota ruimte te zoeken voor financiële compensatie voor het leenstelsel,"
2030.0,2023D06279,Motie van het lid Westerveld c.s. over langer dan een jaar uitloop met behoud van studiefinanciering voor studenten met een functiebeperking,/kamerstukken/moties/detail?id=2023Z02708&did=2023D06279,15 februari 2023,"['Lisa Westerveld', 'Habtamu de Hoop', 'Stephan van Baarle', 'Marieke Koekkoek']","['GroenLinks', 'PvdA', 'DENK', 'Volt']",1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,1,"verzoekt de regering om maatwerk toe te passen, zodat studenten met een functiebeperking ook langer dan een jaar uitloop kunnen hebben met behoud van studiefinanciering,"
2031.0,2023D06289,Motie van de leden El Yassini en Peters over onderzoek naar het effect van de herinvoering van de basisbeurs op het aantal EER-studenten dat in Nederland komt studeren,/kamerstukken/moties/detail?id=2023Z02718&did=2023D06289,15 februari 2023,[],[],1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-1,1,"verzoekt de regering te onderzoeken wat het effect is van de herinvoering van de basisbeurs op het aantal EER-studenten dat in Nederland komt studeren; verzoekt de regering te onderzoeken of een betere indicator nodig is,"
2032.0,2023D06285,Motie van het lid Wassenberg c.s. over de tijdelijke verhoging van de basisbeurs structureel maken,/kamerstukken/moties/detail?id=2023Z02714&did=2023D06285,15 februari 2023,['Stephan van Baarle'],['DENK'],1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering de tijdelijke verhoging van de basisbeurs structureel te maken, en de Kamer over de uitwerking te informeren,"
2033.0,2023D06282,Motie van de leden Koekkoek en Dassen over een vergelijkbare koopkrachtcompensatie voor de uitwonende studenten die aankomend collegejaar geen recht meer hebben op de prestatiebeurs,/kamerstukken/moties/detail?id=2023Z02711&did=2023D06282,15 februari 2023,"['Marieke Koekkoek', 'Laurens Dassen']","['Volt', 'Volt']",-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering in aanloop naar de Voorjaarsnota de opties te verkennen om de groep uitwonende studenten die aankomend collegejaar geen recht meer heeft op de prestatiebeurs en daarmee vooralsnog ook geen koopkrachtcompensatie ontvangt, alsnog te voorzien van een vergelijkbare koopkrachtcompensatie als reeds voorgesteld voor de prestatiebeursgerechtigde groep studenten in het collegejaar 2023–2024, en de Kamer hierover ruim voorafgaand aan de behandeling van de Voorjaarsnota te informeren,"
2034.0,2023D06291,Motie van het lid Van der Plas over een structurele basisbeurs van €421 voor uitwonende studenten met jaarlijkse inflatiecorrectie,/kamerstukken/moties/detail?id=2023Z02720&did=2023D06291,15 februari 2023,['Caroline van der Plas'],['BBB'],1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering het advies van het SER Jongerenplatform te volgen en een structurele basisbeurs van € 421 voor uitwonende studenten uit te keren en op dit bedrag jaarlijks een inflatiecorrectie toe te passen,"
2035.0,2023D06280,Motie van het lid Westerveld c.s. over het in kaart brengen van verschillende alternatieve stelsels,/kamerstukken/moties/detail?id=2023Z02709&did=2023D06280,15 februari 2023,"['Lisa Westerveld', 'Stephan van Baarle', 'Habtamu de Hoop', 'Marieke Koekkoek']","['GroenLinks', 'DENK', 'PvdA', 'Volt']",-1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,1,-1,"verzoekt de regering om verschillende alternatieve stelsels in kaart te brengen, zodat er een fundamenteel gesprek op gang komt over de toegankelijkheid van het onderwijs, doelmatigheid en kansengelijkheid voor alle jongeren,"
2036.0,2023D06284,Motie van de leden Wassenberg en Kwint over de rente op studieleningen permanent vaststellen op 0%,/kamerstukken/moties/detail?id=2023Z02713&did=2023D06284,15 februari 2023,[],[],1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,"verzoekt de regering de rente op studieleningen permanent op 0% vast te stellen,"
2037.0,2023D06106,Motie van de leden Alkaya en Van Kent over het verhogen van de lonen en de uitkeringen conform het uitgangspunt dat mensen van hun loon of uitkering menswaardig moeten kunnen leven,/kamerstukken/moties/detail?id=2023Z02633&did=2023D06106,15 februari 2023,['Bart van Kent'],['SP'],1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering conform dit uitgangspunt de lonen en uitkeringen te verhogen,"
2038.0,2023D06101,Motie van de leden Léon de Jong en Kops over ervoor zorgen dat de energietoeslag 2023 per direct kan worden aangevraagd en door gemeentes wordt uitgekeerd,/kamerstukken/moties/detail?id=2023Z02629&did=2023D06101,15 februari 2023,"['Léon de Jong', 'Alexander Kops']","['PVV', 'PVV']",1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering ervoor te zorgen dat de energietoeslag 2023 per direct kan worden aangevraagd en per direct volledig door gemeentes kan worden uitgekeerd,"
2039.0,2023D06099,Motie van het lid Westerveld over een toelage van €165 ook beschikbaar stellen aan de groep 18- tot 21-jarigen die uitwonend is maar niet studeert,/kamerstukken/moties/detail?id=2023Z02627&did=2023D06099,15 februari 2023,['Lisa Westerveld'],['GroenLinks'],1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering om deze toelage ook beschikbaar te stellen aan de groep 18- tot 21-jarigen die uitwonend is maar niet studeert,"
2040.0,2023D06100,Motie van de leden Léon de Jong en Kops over toegang tot het Tijdelijk Noodfonds Energie voor huishoudens die de kachel noodgedwongen hebben uitgezet,/kamerstukken/moties/detail?id=2023Z02628&did=2023D06100,15 februari 2023,"['Léon de Jong', 'Alexander Kops']","['PVV', 'PVV']",1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,"verzoekt de regering te bewerkstelligen dat huishoudens die het afgelopen jaar door de hoge energiekosten hun kachel noodgedwongen hebben uitgezet en daardoor nu niet in aanmerking komen voor het Tijdelijk Noodfonds Energie, daar alsnog toegang toe krijgen,"
2041.0,2023D06097,Motie van de leden Van Baarle en Ceder over een oplossing voor de weerslag van de lagere beslagvrije voet voor AOW-gerechtigden op de financiële zelfredzaamheid van ouderen,/kamerstukken/moties/detail?id=2023Z02625&did=2023D06097,15 februari 2023,"['Stephan van Baarle', 'Don Ceder']","['DENK', 'ChristenUnie']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering spoedig, doch uiterlijk voor de zomer, een voorstel te doen aan de Kamer om een oplossing te bieden voor de weerslag van de lagere beslagvrije voet voor AOW-gerechtigden op de financiële zelfred-zaamheid van ouderen,"
2042.0,2023D06092,Motie van het lid Léon de Jong over inzichtelijk maken of en hoe pensioenfondsen zich voorbereiden op het invaren en de verdeling van 1.500 miljard euro aan pensioenvermogen,/kamerstukken/moties/detail?id=2023Z02620&did=2023D06092,15 februari 2023,['Léon de Jong'],['PVV'],1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering inzichtelijk te maken of en hoe pensioenfondsen zich voorbereiden op het invaren en de verdeling van circa 1.500 miljard euro aan pensioenvermogen, hoe de administratie op dit gebied is geregeld en welke zorgen en risico’s pensioenfondsen daarbij ervaren of voorzien,"
2043.0,2023D06091,Motie van het lid Léon de Jong over voor de aangekondigde versoepelde indexatieregels per april 2023 de intentieverklaring voor pensioenfondsen tot overgang naar een nieuw pensioenstelsel schrappen,/kamerstukken/moties/detail?id=2023Z02619&did=2023D06091,15 februari 2023,['Léon de Jong'],['PVV'],1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,"verzoekt de regering voor de aangekondigde versoepelde indexatieregels per april 2023 de intentieverklaring voor pensioenfondsen tot overgang naar een nieuw pensioenstelsel te schrappen,"
