moties_small,id,moties_volledig
2151,2023D02345,"verzoekt de regering om met een aanzet tot een uitvoeringswet te komen waarin alle varianten – een door de kiezers rechtstreeks gekozen burge-meester en een door de gemeenteraad gekozen burgemeester (zowel uit het midden van de raad als een buitenstaander die zich verkiesbaar stelt) – worden betrokken, en de Kamer over de uitkomsten te berichten,"
2152,2023D02515,"verzoekt het kabinet om zich in Europees verband extra in te spannen om zo snel mogelijk visumvrij reizen voor Surinamers mogelijk te maken,"
2153,2023D02346,"verzoekt de regering om met een aanzet tot een uitvoeringswet te komen waarin alle varianten – een door de kiezers rechtstreeks gekozen commis-saris van de Koning en een door de provinciale staten gekozen commis-saris (zowel uit het midden van de Staten als een buitenstaander die zich verkiesbaar stelt) – worden betrokken, en de Kamer over de uitkomsten te berichten,"
2154,2023D02294,"verzoekt het kabinet zo veel als mogelijk te doen om selectie te voorkomen en samen met instellingen de capaciteit te vergroten waar nodig,"
2155,2023D02295,"verzoekt de regering om met hogescholen en universiteiten afspraken te maken met het doel dat er geen reclame wordt gemaakt voor private aanbieders van schaduwonderwijs en er ook geen ruimtes beschikbaar worden gesteld aan deze aanbieders,"
2156,2023D00306,verzoekt de regering het tweede project van de Ambachtsacademie na afronding daarvan te evalueren en de Tweede Kamer daarover te informeren
2157,2023D02031,"verzoekt de regering om rechten toe te kennen aan het Waddengebied,"
2158,2023D02030,"verzoekt de regering om voortbouwend op bestaande brede kennis, nader onderzoek te doen naar intersectionele vormen van discriminatie en oplossingsrichtingen, en hierover de kamer in 2023 te informeren."
2159,2023D02291,"verzoekt de regering ook zo’n onderzoek te doen naar de wijze waarop er voor studenten een cultuur van preventie en vroegtijdige signalering van sociale veiligheid kan worden geschapen,"
2160,2023D02292,"verzoekt de regering om de rol van studenten binnen de Europese universiteitenallianties te formaliseren,"
2161,2023D02268,"verzoekt de regering superjachten in verhouding tot de disproportionele vervuiling te belasten en ten minste onder te brengen in het emissiehan-delssysteem,"
2162,2023D02269,"verzoekt de regering het installeren van nieuwe scrubbers zo snel mogelijk te verbieden en het gebruik van nog nieuw geïnstalleerde scrubbers in Nederlandse wateren te verbieden,"
2163,2023D02265,"verzoekt het kabinet om in gesprek te gaan met de binnenvaartsector om te kijken hoe de transitie naar waterstof en methanol eerder dan 2035 gerealiseerd kan worden; verzoekt het kabinet om de uitkomsten van deze gesprekken om te zetten in een concreet en realistisch uitvoeringsplan,"
2164,2023D02280,"verzoekt de regering om regelgeving uit te werken die het lozen binnen de territoriale wateren verbiedt en het aanlanden en het aan de wal laten verwerken van waswater door hier aanmerende schepen verplicht; verzoekt de regering internationaal steun te zoeken bij andere landen voor eenzelfde regelgeving in andere wateren, met een algeheel verbod als einddoel,"
2165,2023D02240,"verzoekt de regering om in ieder geval tot het beleidskader Natuur voor de Waddenzee van toepassing is, in iedere natuurvergunning voor het Waddenzeegebied expliciet op te nemen hoe het voorzorgsbeginsel is toegepast,"
2166,2023D02252,"verzoekt de regering om de gedoogperiode stop te zetten; verzoekt de regering om schadelijke bodemberoerende garnalenvisserij niet langer toe te staan in beschermde natuurgebieden,"
2167,2023D02251,"verzoekt de regering om de indirecte lozingen van FrieslandCampina op de Waddenzee te verbieden,"
2168,2023D02242,"verzoekt de regering om op korte termijn een onafhankelijk onderzoek uit te laten voeren naar het nut en de mogelijkheden van het toekennen van rechtspersoonlijkheid aan de Waddenzee, en de resultaten samen met een kabinetsappreciatie voor de zomer te delen met de Tweede Kamer,"
2169,2023D01581,"verzoekt de regering tijdens de eerstvolgende RBZ haar Palestijnse ambtgenoot te laten weten dat deze provocerende daad van Ben-Gvir door Nederland wordt veroordeeld,"
2170,2023D01574,"verzoekt de regering geen afvaardiging te sturen naar de lunch met de neppremier van de islamofascistische Palestijnse Autoriteit,"
2171,2023D01580,"verzoekt de regering de bovengenoemde motie serieus uit te voeren; verzoekt de regering tevens aan de Israëlische regering duidelijk te maken welke maatregelen Nederland, al dan niet in Europees verband, gaat nemen wanneer de Israëlische regering overgaat op annexatie van Palestijns grondgebied,"
2172,2023D01575,"verzoekt de regering in Europees verband te pleiten voor een verbod op handel met illegale nederzettingen,"
2173,2023D01578,"spreekt uit dat het Nederlandse belang structureel leidend moet zijn in het Nederlandse buitenlandbeleid,"
2174,2023D01573,"verzoekt de regering de onderhandelingen over een EU-associatieakkoord met de Palestijnse Autoriteit te blokkeren,"
2175,2023D01579,"verzoekt de regering te garanderen dat Nederland niet in een formele oorlogsverhouding met Rusland betrokken raakt,"
2176,2023D01564,"verzoekt de regering ervoor te zorgen dat gewelds- en zedendelicten nooit meer geseponeerd worden,"
2177,2023D01563,"verzoekt de regering te regelen dat daders van 14 jaar en ouder die een gewelds- of zedenmisdrijf hebben gepleegd, altijd op grond van het volwassenenstrafrecht berecht worden,"
2178,2023D01566,"verzoekt de regering om het toezicht op zedendelinquenten te intensi-veren, en de Kamer hierover te informeren,"
2179,2023D01545,"verzoekt de regering om geen tolheffing op de Blankenburgverbinding en de ViA15 in te voeren,"
2180,2023D01567,"verzoekt de regering om te onderzoeken hoe betrokken organisaties, zoals OM, politie, reclassering, zorginstellingen, gevangenissen en gemeenten, beter kunnen samenwerken ten behoeve van het monitoren van zedendelinquenten,"
2181,2023D01317,"verzoekt het kabinet om een breed opgezet onderzoek uit te voeren naar de achterliggende oorzaken van agressie tegen zorgverleners, zodat er gericht beleid kan worden gemaakt tegen de toenemende agressie en geweld tegen zorgverleners,"
2182,2023D01204,"verzoekt de regering om een voorstel uit te werken waarbij faillissement van natuurlijke personen eindigt met een schone lei als een vervolg in de Wsnp niet billijk is,"
2183,2023D01205,"verzoekt de regering om te onderzoeken welke manieren er bestaan om het aandeel verstekvonnissen terug te brengen en hoe het anticiperen van commerciële partijen op het verkrijgen van een verstekvonnis beperkt kan worden,"
2184,2023D01318,"verzoekt de regering onder zorgverleners te onderzoeken welke politieke maatregelen kunnen bijdragen of hebben bijgedragen aan de toenemende agressie en geweld in de zorg, en de Kamer hierover voor de zomer 2023 te informeren,"
2185,2023D01315,"verzoekt de regering in gesprek te gaan met brancheorganisaties en werkgevers van hoogrisicoberoepsgroepen om ervaringen en knelpunten bij de zorg voor beschadigde werknemers op te halen en in kaart te brengen en op basis daarvan gezamenlijk met een plan van aanpak te komen teneinde werkgevers in staat te stellen hun werknemers sneller en beter te helpen, om zodoende uitval te voorkomen en re-integratie te bevorderen,"
2186,2023D01314,"verzoekt de regering te komen met een plan van aanpak om er samen met gemeenten voor te zorgen dat daders van agressie en geweld tegen hulpverleners strenger en extra gestraft kunnen worden,"
2187,2023D01309,"verzoekt de regering te bewerkstelligen dat de kosten voor beveiliging tegen agressie tegen zorgmedewerkers niet ten koste gaan van het ziekenhuisbudget,"
2188,2023D01308,"verzoekt de regering op korte termijn de capaciteit van de ggz-crisisdienst en de ggz-bedden te onderzoeken en hierin te investeren om derhalve de agressie tegen spoedeisendehulpverpleegkundigen en ambulancever-pleegkundigen terug te dringen,"
2189,2023D01313,"verzoekt de regering te bewerkstelligen dat veroordeelde daders van agressie tegen zorgmedewerkers, boa’s, brandweerlieden, politiemede-werkers en andere hulpverleners in het publieke domein minimaal een jaar gevangenisstraf krijgen,"
2190,2023D01311,"verzoekt de regering te bewerkstelligen dat aangiftes van agressie tegen zorgmedewerkers altijd en spoedig worden opgevolgd,"
2191,2022D56545,"verzoekt de regering zo snel mogelijk en in ieder geval voor 27 december 18u de Kamer te informeren over hoe zij denkt om te gaan met de nareismaatregel,"
2192,2022D56165,"verzoekt de regering om te berekenen wat de totale omvang van fossiele subsidies is in Nederland, en indien daar aannames voor nodig zijn verschillende varianten uit te werken,"
2193,2022D56330,verzoekt de kamer om in het eerste kwartaal van 2023 komen met een reactie op de adviezen over het gebruik en de gevolgen van automatisering in wetgeving en bestuursrechtspraak
2194,2022D56102,Verzoekt de regering de effecten van een afschaffing van de eigen bijdrage in de impactanalyse van de uitvoerders in beeld te brengen en de Kamer hierover te informeren
2195,2022D55851,"verzoekt de regering alles op alles te zetten om te voorkomen dat bedrijfjes met dit verdienmodel verdienen aan de schadeafhandeling, een verbod niet schuwen, gedupeerden te waarschuwen en te informeren over mogelijkheden voor ondersteuning waarbij geen deel van het schadegeld wordt geëist, en de Kamer in het voorjaar 2023 te informeren over de stappen die zijn en worden gezet,"
2196,2022D55972,"verzoekt de regering in overleg met de gemeente Borsele en de provincie Zeeland en in samenspraak met omwonenden en relevante organisaties en bedrijven te komen tot: –een zorgvuldige landschappelijke en ruimtelijke inpassing van de centrales en bijbehorende energie-infrastructuur; –passend flankerend beleid, waarbij er proportioneel in Zeeland wordt geïnvesteerd; –uitbreiding van het kenniscluster rondom nucleaire energieopwekking in Borssele en omgeving; verzoekt de regering deze afspraken goed te borgen, zodat gemeente, provincie en omwonenden ook in de verdere toekomst kunnen rekenen op uitvoering van wat afgesproken wordt,"
2197,2022D56175,"verzoekt de regering om in navolging van Duitsland en Frankrijk een robuust additioneel pakket energiebesparende maatregelen uit te werken en de Kamer hierover begin 2023 te informeren,"
2198,2022D56105,"verzoekt de regering een klimaatneutrale normering van emissievrije installaties in de industrie mee te nemen als mogelijke maatregel in het interdepartementaal beleidsonderzoek klimaat,"
2199,2022D56132,"verzoekt de regering om in de maatwerkafspraken op bedrijfsniveau een doorkijk op te nemen over de verwachte hoeveelheid en type energie in 2030 en daarna,"
2200,2022D56004,"verzoekt de regering de voedselproductie in Nederland te waarborgen en beleid te voeren waarbij de impact op de voedselvoorzieningen als zwaarwegende factor wordt gewogen,"
2201,2022D56552,"spreekt haar afkeur uit over de wijze waarop er tot nu toe met de politiemensen uit de documentaire ‘De blauwe familie’ is omgegaan,"
2202,2022D56550,"verzoekt de regering voorwaarden te stellen aan de politie waardoor interne bezuinigingen allereerst zien op de politietop,"
2203,2022D56548,"verzoekt de regering met inachtneming van het bovenstaande in 2023 met een tussenbericht van de Veiligheidsagenda te komen waarin de eerste resultaten zijn opgenomen en een doorkijk wordt gegeven naar de uitvoering van de resterende jaren,"
2204,2022D56536,"verzoekt de regering om naar het beleid in Duitsland met betrekking tot ongedocumenteerden te kijken en te onderzoeken of en hoe het Duitse Duldungsbeleid lessen bevat die ook in Nederland toegepast zouden kunnen worden; verzoekt de regering om de uitkomsten hiervan voor het voorjaarsreces toe te sturen aan de Kamer,"
2205,2022D56543,"verzoekt de regering een niet-gouvernementele organisatie toegang te geven tot de htl om te monitoren,"
2206,2022D56532,"verzoekt de regering om een asielquotum in te voeren waarbij er een maximum wordt gesteld aan het aantal asielzoekers per jaar,"
2207,2022D56533,"verzoekt de regering om in te zetten op tijdelijke verblijfsvergunningen en minder verblijfsvergunningen voor onbepaalde tijd af te geven,"
2208,2022D56535,"verzoekt de regering afstand te nemen van en excuses te maken voor deze uitspraak, en de grenzen te sluiten,"
2209,2022D56541,"verzoekt de regering de afgewezen asielaanvragen van Iraanse vluchte-lingen opnieuw te beoordelen en de huidige situatie in Iran daarin mee te nemen,"
2210,2022D56542,"verzoekt de regering ervoor te zorgen dat deze mensen niet de gemeente-lijke of particuliere opvangen uit worden gestuurd, en het risico op dakloosheid te elimineren,"
2211,2022D56546,"verzoekt de regering om samen met de politiekorpschef met deze politiemensen in gesprek te gaan om te zorgen hoe hun rehabilitatie en rechts- en eerherstel kan worden bevorderd, en de Kamer hierover te informeren,"
2212,2022D56526,"verzoekt de regering wet- en regelgeving omtrent asiel en migratie vooraf ter toetsing voor te leggen aan de Raad van State; verzoekt tevens de regering EU-wetgeving, het Europees Verdrag voor de Rechten van de Mens, het Kinderrechtenverdrag en de Universele Verklaring van de Rechten van de Mens als richtlijn voor het beleid te hanteren en derhalve de maatregelen die daarmee in strijd zijn, te schrappen,"
2213,2022D56522,"verzoekt de regering om met onmiddellijke ingang de toepassing van de nareismaatregel op te schorten,"
